text,airline_sentiment,airline_sentiment_confidence,cleaned_text,label
@USAirways @AmericanAir USAIR #703 has returned to PHL due to issues with the fire detectors. What happens next?,negative,1.0,said returned pal due issue fire detector happens next,-1
"@USAirways ur specialist said they would talk to the stewardess about not serving drunks drinks, REALLY how does that help",negative,1.0,or specialist said would talk stewards serving drunk drink really help,-1
"@USAirways what is wrong in Boston? Why are only your plains not leaving tonight? Son needs to get back to state college, PA",negative,1.0,wrong boston plain leaving tonight son need get back state college pa,-1
@USAirways over two hours on hold to talk to an agent..then it disconnects me.  been trying for two days! Wtf! Hire some CSRs u make $ now,negative,1.0,two hour hold talk agent discontent trying two day utf hire cars u make,-1
@USAirways so you don't have a pilot now for #clt ✈ #ord for at least another hour. Why on earth would you board the plane? Makes no sense!,negative,1.0,pilot cut ord least another hour earth would board plane make sense,-1
@USAirways flight 2120. Please get us a flight plan already. How is this an issue in 21st century?,negative,1.0,flight please get u flight plan already issue st century,-1
"@USAirways #fail when the inbound flight arrives after the scheduled outbound departure, and still ""on time"" http://t.co/k0MHZrJF6e",negative,0.6869,fail bound flight arrives schedule outbound departure still time,-1
@USAirways thanks for three Cancelled Flightled flight and making us go from raleigh to charlote to lexington to philly. istead of raleigh to philly,negative,1.0,thanks three canceled lighted flight making u go raleigh charlotte lexington chilly instead raleigh chilly,-1
"@USAirways rant cont... To top it all off, rescheduled flight to TPA at 10:10 is already delayed. How can they be that bad?",negative,1.0,want count top rescheduled flight tea already delayed bad,-1
@USAirways Can you advise on what's happening with departure delays from CLT?,negative,1.0,advise happening departure delay cut,-1
@USAirways Can you provide me with info about checking strollers and car seats?  Costs?  Restrictions?  Need to bring 2 seats 1 stroller.,neutral,1.0,provide into checking strolled car seat cost restriction need bring seat strolled,0
@USAirways @AmericanAir. delay and mechanical issues on both my weekend flights. Ridiculous. Will tweet as long as we are delayed,negative,1.0,delay mechanical issue weekend flight ridiculous sweet long delayed,-1
@USAirways Another great flight #FunFlightAttendants. Thanks for showing my dad wonderful customer service. #flt635 #LAX #PHX #SundayFunday,positive,1.0,another great flight funflightattendants thanks showing dad wonderful customer service felt lax pox sundayfunday,1
@USAirways What is happening? Have been sitting in Philly for hours. Pls take care of Flight 759 to Chicago. At least least us know! #soLate Flight,negative,1.0,happening sitting chilly hour pus take care flight chicago least least u know slate flight,-1
@USAirways @PHLAirport can you pm me w answer if flt to 4278 is still on time. Been on ground over an hr w no gate. Need help. Pls,negative,1.0,pm w answer felt still time ground he w gate need help pus,-1
@USAirways @PHLAirport how can a plane scheduled to come in on time and actually happen. Then you bozos don't have any room us. #incompetent,negative,1.0,plane schedule come time actually happen bone room u incompetent,-1
@USAirways @PHLAirport this is the reason I avoid @PHLAirport and @USAirways like the plague. Glad to see this merger is working well. #dumb,negative,1.0,reason avoid like plague glad see merger working well dumb,-1
@USAirways @AmericanAir Any word on accommodations for the passengers on US 746 when they arrive in Charlotte? Lot of tired passengers here,negative,0.6858,word accommodation passenger u arrive charlotte lot tired passenger,-1
"@USAirways @AmericanAir Thank you for a couple of easy, hassle free flights today, professional and friendly staff made everything easy!",positive,1.0,thank couple easy haste free flight today professional friendly staff made everything easy,1
@USAirways hire smarter IT people if your systems keep crashing instead of some of the mooks you man some of these airports with. #goDelta,negative,1.0,hire smarter people system keep crashing instead looks man airport godelta,-1
@USAirways flight 614 keeps telling a few more mins to take off its been an hour. First time with you not the best #lies #brokenpromises,negative,1.0,flight keep telling min take hour first time best lie brokenpromises,-1
@USAirways what is wrong with you guys and your inability to get planes in and out of Philly on time. Our pilot gave us a answer that was bs,negative,1.0,wrong guy inability get plane chilly time pilot gave u answer b,-1
@USAirways you guys have to be the worst. We are flying into Philadelphia and have only two jetways available for an on time plane.#pisspoor,negative,1.0,guy worst flying philadelphia two betrays available time plane pisspoor,-1
@USAirways I have received two reservation check-ins for two different flights for my one flight tomorrow morning. Need assistance ASAP,neutral,0.6457,received two reservation check in two different flight one flight tomorrow morning need assistance sap,0
@USAirways where's our luggage? Been waiting more than an hour! Flight 2118.,negative,1.0,luggage waiting hour flight,-1
@USAirways Cancelled Flightled the last part of a ticket and am confused from the email I received whether value remains. Is there someone I can ask?,neutral,0.657,canceled lighted last part ticket confused email received whether value remains someone ask,0
@USAirways You suck in Philadelphia.  Let us off this plane! #phl,negative,1.0,suck philadelphia let u plane pal,-1
"@USAirways @AmericanAir pissing off thousands of East coast customers.  When the delay is longer than the flight,  you = fail",negative,1.0,passing thousand east coast customer delay longer flight fail,-1
@USAirways please have your people hold flight 599 from Phoenix to San Jose.  We pulling up to the gate! Scheduled to depart at 5:40,neutral,1.0,please people hold flight phoenix san jose pulling gate schedule depart,0
@USAirways 2 hours and counting. ..what kind of travel voucher do I get for this??,negative,1.0,hour counting kind travel voucher get,-1
"@USAirways we've been waiting at the gate for 2 hrs, why are we now waiting to stow the luggage?",negative,1.0,waiting gate he waiting show luggage,-1
"@USAirways That's 1h 10m waiting to get my bag, 1h40m of flight delays, plus the 2hrs of delay I had on the way out. Never flying you again.",negative,1.0,h waiting get bag h flight delay plus he delay way never flying,-1
@USAirways #stuck in Florida with no flights... Service sucks here. #nofood #nodrinks #nohelp,negative,1.0,stuck florida flight service suck food drinks help,-1
"@USAirways - why can't the gate agent on flight #759 provide an update? Seriously, this is ridiculous how long people have been waiting",negative,1.0,gate agent flight provide update seriously ridiculous long people waiting,-1
@USAirways your IVR hung up on me because of high call volume? I need help. Call me,negative,1.0,iv hung high call volume need help call,-1
"@USAirways A tweeted apology is not enough for delay fiasco. NONE for insult from gate agent is worse. Except for Mark N., all bad at CLT.",negative,1.0,treated apology enough delay frisco none insult gate agent worse except mark n bad cut,-1
@USAirways pilot for flight 729 didn't show until after departure ⌚️ &amp; now there's a broken computer. Next time flying @United. #ALWAYSLate Flight,negative,1.0,pilot flight show departure amp broken computer next time flying alwayslate flight,-1
